id,trial__id,struck_by,race,gender,defendant_race,strike_eligibility,cause_number,same_race,struck_state,year
5338,103,Struck by the state,Black,Female,Black,State,2005-0043,same race,Struck by State,2005
5340,103,Struck by the defense,White,Female,Black,Both State and Defense,2005-0043,different race,Not struck by State,2005
5341,103,Struck by the state,Black,Female,Black,State,2005-0043,same race,Struck by State,2005
5342,103,Struck by the state,Black,Female,Black,State,2005-0043,same race,Struck by State,2005
5348,103,Struck by the state,Black,Male,Black,State,2005-0043,same race,Struck by State,2005
4482,90,Struck by the defense,White,Female,White,Both State and Defense,1998-0176,same race,Not struck by State,1998
4495,90,Struck by the defense,White,Female,White,Both State and Defense,1998-0176,same race,Not struck by State,1998
5256,102,Struck by the state,Black,Female,Black,State,2005-0009,same race,Struck by State,2005
6904,134,Struck by the state,Black,Male,Black,State,2001-0074,same race,Struck by State,2001
5228,102,Struck by the state,White,Female,Black,State,2005-0009,different race,Struck by State,2005
5232,102,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2005-0009,different race,Not struck by State,2005
5235,102,Struck by the defense,White,Male,Black,Both State and Defense,2005-0009,different race,Not struck by State,2005
5236,102,Juror chosen to serve on jury,White,Unknown,Black,Both State and Defense,2005-0009,different race,Not struck by State,2005
5237,102,Struck by the defense,White,Male,Black,Both State and Defense,2005-0009,different race,Not struck by State,2005
5239,102,Struck by the defense,White,Male,Black,Both State and Defense,2005-0009,different race,Not struck by State,2005
5243,102,Struck by the defense,White,Male,Black,Both State and Defense,2005-0009,different race,Not struck by State,2005
5245,102,Struck by the defense,White,Female,Black,Both State and Defense,2005-0009,different race,Not struck by State,2005
5246,102,Struck by the defense,White,Female,Black,Both State and Defense,2005-0009,different race,Not struck by State,2005
5252,102,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2005-0009,different race,Not struck by State,2005
5253,102,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2005-0009,different race,Not struck by State,2005
5254,102,Struck by the defense,White,Female,Black,Both State and Defense,2005-0009,different race,Not struck by State,2005
5255,102,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2005-0009,different race,Not struck by State,2005
5257,102,Struck by the state,Black,Male,Black,State,2005-0009,same race,Struck by State,2005
5263,102,Struck by the defense,White,Male,Black,Both State and Defense,2005-0009,different race,Not struck by State,2005
5269,102,Struck by the state,Black,Female,Black,State,2005-0009,same race,Struck by State,2005
5270,102,Struck by the defense,White,Male,Black,Both State and Defense,2005-0009,different race,Not struck by State,2005
5274,102,Struck by the state,Black,Male,Black,State,2005-0009,same race,Struck by State,2005
5277,102,Struck by the defense,White,Male,Black,Both State and Defense,2005-0009,different race,Not struck by State,2005
5280,102,Struck by the state,White,Female,Black,State,2005-0009,different race,Struck by State,2005
5285,102,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2005-0009,different race,Not struck by State,2005
5286,102,Juror chosen to serve on jury,Black,Male,Black,Both State and Defense,2005-0009,same race,Not struck by State,2005
5287,102,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2005-0009,different race,Not struck by State,2005
5290,102,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2005-0009,different race,Not struck by State,2005
5291,102,Struck by the defense,White,Male,Black,Both State and Defense,2005-0009,different race,Not struck by State,2005
5293,102,Struck by the defense,White,Male,Black,Both State and Defense,2005-0009,different race,Not struck by State,2005
5296,102,Struck by the state,White,Female,Black,State,2005-0009,different race,Struck by State,2005
5172,101,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2004-0163[2],different race,Not struck by State,2004
5184,101,Struck by the defense,White,Male,Black,Both State and Defense,2004-0163[2],different race,Not struck by State,2004
2064,41,Juror chosen as alternate,Black,Female,Black,Both State and Defense,2008-0073,same race,Not struck by State,2008
2147,43,Struck by the defense,White,Female,White,Both State and Defense,2009-0064,same race,Not struck by State,2009
2148,43,Juror chosen to serve on jury,Black,Male,White,Both State and Defense,2009-0064,different race,Not struck by State,2009
2149,43,Struck by the state,Black,Male,White,State,2009-0064,different race,Struck by State,2009
2150,43,Struck by the defense,Black,Female,White,Both State and Defense,2009-0064,different race,Not struck by State,2009
2151,43,Juror chosen to serve on jury,White,Female,White,Both State and Defense,2009-0064,same race,Not struck by State,2009
2152,43,Struck by the defense,White,Female,White,Both State and Defense,2009-0064,same race,Not struck by State,2009
2153,43,Juror chosen to serve on jury,White,Female,White,Both State and Defense,2009-0064,same race,Not struck by State,2009
2154,43,Struck by the state,White,Male,White,State,2009-0064,same race,Struck by State,2009
2156,43,Juror chosen to serve on jury,White,Female,White,Both State and Defense,2009-0064,same race,Not struck by State,2009
2157,43,Juror chosen to serve on jury,White,Female,White,Both State and Defense,2009-0064,same race,Not struck by State,2009
2158,43,Struck by the defense,White,Female,White,Both State and Defense,2009-0064,same race,Not struck by State,2009
2159,43,Struck by the state,White,Female,White,State,2009-0064,same race,Struck by State,2009
2160,43,Juror chosen to serve on jury,White,Female,White,Both State and Defense,2009-0064,same race,Not struck by State,2009
2161,43,Juror chosen to serve on jury,White,Male,White,Both State and Defense,2009-0064,same race,Not struck by State,2009
2163,43,Juror chosen to serve on jury,White,Male,White,Both State and Defense,2009-0064,same race,Not struck by State,2009
2164,43,Struck by the defense,White,Female,White,Both State and Defense,2009-0064,same race,Not struck by State,2009
2165,43,Juror chosen to serve on jury,White,Female,White,Both State and Defense,2009-0064,same race,Not struck by State,2009
2166,43,Struck by the defense,White,Female,White,Both State and Defense,2009-0064,same race,Not struck by State,2009
2167,43,Struck by the state,White,Male,White,State,2009-0064,same race,Struck by State,2009
2169,43,Struck by the state,White,Female,White,State,2009-0064,same race,Struck by State,2009
2170,43,Struck by the state,White,Female,White,State,2009-0064,same race,Struck by State,2009
2171,43,Struck by the defense,White,Female,White,Both State and Defense,2009-0064,same race,Not struck by State,2009
2172,43,Struck by the state,White,Male,White,State,2009-0064,same race,Struck by State,2009
2173,43,Juror chosen to serve on jury,White,Female,White,Both State and Defense,2009-0064,same race,Not struck by State,2009
2175,43,Struck by the state,Black,Female,White,State,2009-0064,different race,Struck by State,2009
2176,43,Struck by the defense,Black,Female,White,Both State and Defense,2009-0064,different race,Not struck by State,2009
2177,43,Struck by the state,Black,Female,White,State,2009-0064,different race,Struck by State,2009
2178,43,Juror chosen to serve on jury,White,Female,White,Both State and Defense,2009-0064,same race,Not struck by State,2009
2179,43,Struck by the state,Black,Male,White,State,2009-0064,different race,Struck by State,2009
5171,101,Struck by the defense,White,Male,Black,Both State and Defense,2004-0163[2],different race,Not struck by State,2004
5176,101,Juror chosen to serve on jury,Black,Male,Black,Both State and Defense,2004-0163[2],same race,Not struck by State,2004
5175,101,Struck by the defense,White,Male,Black,Both State and Defense,2004-0163[2],different race,Not struck by State,2004
5177,101,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2004-0163[2],different race,Not struck by State,2004
5178,101,Struck by the defense,White,Male,Black,Both State and Defense,2004-0163[2],different race,Not struck by State,2004
5179,101,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2004-0163[2],different race,Not struck by State,2004
5180,101,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2004-0163[2],different race,Not struck by State,2004
5181,101,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2004-0163[2],same race,Not struck by State,2004
5182,101,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2004-0163[2],different race,Not struck by State,2004
5183,101,Struck by the state,White,Female,Black,State,2004-0163[2],different race,Struck by State,2004
5186,101,Struck by the state,Black,Female,Black,State,2004-0163[2],same race,Struck by State,2004
5187,101,Struck by the defense,White,Male,Black,Both State and Defense,2004-0163[2],different race,Not struck by State,2004
